Molecule Name,SMILES
CVD-0007078,ClCC(=O)N1CCC(CC1)C(=O)NCc1cccc(c1)S(=O)(=O)N1CCCCC1
CVD-0007077,CCCN(Cc1ccc(OCC)c(OCC)c1)C(=O)C1CCN(CC1)C(=O)CCl
CVD-0007076,ClCC(=O)N1CCC(CC1)C(=O)NCc1ccc(cc1)C(=O)OCc1ccccc1
CVD-0007075,CC(C)COc1ccc(cc1)C(C)NC(=O)C1CCN(CC1)C(=O)CCl
CVD-0007074,CCc1ccc(CN(Cc2cccnc2)C(=O)C2CCN(CC2)C(=O)CCl)cc1
CVD-0007073,CC(C)(C)C1CN(CCN1CCOc1ccccc1)C(=O)C1CCN(CC1)C(=O)CCl
CVD-0007072,CC(C)(C)c1cccc(c1)C(NC(=O)C1CCN(CC1)C(=O)CCl)c1ccc(Cl)cc1
CVD-0007071,CC(C)(C)OC(=O)NCCCCC(=O)N1CCN(CC1)C(=O)c1ccc(cc1)N(C(=O)C1CCN(CC1)C(=O)CCl)c1nc(ccc1C(N)=O)C1CCN(CC1)C(=O)C=C
CVD-0007070,CC(C)(C)OC(=O)C(C)(NC(=O)C1CCN(CC1)C(=O)CCl)c1ccccc1
CVD-0007069,COC(=O)C(C)(C)N(Cc1cccc(OC)c1OC)C(=O)C1CCN(CC1)C(=O)CCl
CVD-0007068,CN(CCCCN(C)C(=O)C1CCN(CC1)C(=O)CCl)C(=O)OC(C)(C)C
CVD-0007067,Cc1cccc(c1)C(C)(C)CNC(=O)C1CCN(CC1)C(=O)CCl
CVD-0007066,CN(C)C(CNC(=O)C1CCN(CC1)C(=O)CCl)c1ccc(cc1)N(C)C
CVD-0007065,CN(Cc1cc(C)c(OCc2cccc(C)c2)c(C)c1)C(=O)C1CCN(CC1)C(=O)CCl
CVD-0007064,COc1cc(cc(OC)c1OC)N(C(=O)C1CCN(CC1)C(=O)CCl)c1ccc2cc(ccc2n1)S(=O)(=O)N1CCCCC1C
CVD-0007063,CC(C)N(Cc1ccc(s1)-c1ccccc1)C(=O)C1CCN(CC1)C(=O)CCl
CVD-0007062,CC(C)c1ccc(CCCNC(=O)C2CCN(CC2)C(=O)CCl)cc1
CVD-0007061,CC(C)(C)c1ccc(CNC(=O)C2CCN(CC2)C(=O)CCl)s1
CVD-0007060,CC(C)Cc1ccc(cc1)C(NC(=O)C1CCN(CC1)C(=O)CCl)C(C)C
CVD-0007059,CCCCc1ccc(cc1)C(NC(=O)C1CCN(CC1)C(=O)CCl)C(C)C
CVD-0007058,CC(C)(C)N(Cc1ccc(OCC=C)cc1)C(=O)C1CCN(CC1)C(=O)CCl
CVD-0007057,Cc1ccccc1OCCCC(=O)Nc1ccc(CNC(=O)C2CCN(CC2)C(=O)CCl)cc1
CVD-0007056,CC(C)(C)OC(=O)Cc1cccc(CNC(=O)C2CCN(CC2)C(=O)CCl)c1
CVD-0007055,CN(Cc1cccc(NC(=O)OC(C)(C)C)c1)C(=O)C1CCN(CC1)C(=O)CCl
CVD-0007054,CC(N(CC(C)(C)NC(=O)OC(C)(C)C)C(=O)C1CCN(CC1)C(=O)CCl)c1cccc(Cl)c1
CVD-0007053,CC(C)(C)c1ccc(cc1)S(=O)(=O)CCNC(=O)C1CCN(CC1)C(=O)CCl
CVD-0007052,Cc1cccc(NC(=O)CN(CC(=O)Nc2cccc(C)c2C)C(=O)C2CCN(CC2)C(=O)CCl)c1C
CVD-0007051,CC(C)(CNC(=O)C1CCN(CC1)C(=O)CCl)c1coc(n1)-c1ccccc1
CVD-0007050,Cc1ccc(SCCNC(=O)C2CCN(CC2)C(=O)CCl)cc1C
CVD-0007049,CN(C(=O)C1CCN(CC1)C(=O)CCl)C1(CNC(=O)OC(C)(C)C)CCOC1
CVD-0007048,CCN(Cc1ccc(s1)-c1ccc(cc1)C(C)(C)C)C(=O)C1CCN(CC1)C(=O)CCl
CVD-0007047,COc1cccc(c1)C(\F)=C\C1CCN(CC1)C(C)=O
CVD-0007046,CSc1cccc(\C(Cl)=C\C2CCN(CC2)C(C)=O)c1SC
CVD-0007045,COc1ccnc(C(=O)N2CCN(CC2)C(=O)C\C=C\F)c1OC
CVD-0007044,CSc1ccnc(C(=O)N2CCN(CC2)C(=O)C\C=C\F)c1SC
CVD-0007043,COc1cccc(C(=O)N2CCN(CC2)C(C)=O)c1OC
CVD-0007042,CSc1cccc(c1)C(\F)=C(\C)C1CCN(CC1)C(C)=O
CVD-0007041,CSc1cccc(c1)C(\F)=C\C1CCN(CC1)C(C)=O
CVD-0007040,COc1ccnc(c1)C(F)C1CCN(CC1)C(C)=O
CVD-0007039,COc1cccc(C(=O)N2CCN(CC2)C(=O)C\C=C\F)c1OC
CVD-0007038,COc1cccc(c1)C(F)C(=O)N1CCN(CC1)C(C)=O
CVD-0007037,COc1c(SC)cccc1C(=O)N1CCN(CC1)C(=O)C\C=C\F
CVD-0007036,COc1ccnc(CC2CCN(CC2)C(C)=O)c1OC
CVD-0007035,COc1cccc(C(F)C2CCN(CC2)C(C)=O)c1OC
CVD-0007034,CSc1cccc(C(=O)N2CCN(CC2)C(=O)C\C=C\F)c1SC
CVD-0007033,COc1cccc(c1)C(F)C1CCN(CC1)C(C)=O
CVD-0007032,COc1ccnc(\C(F)=C(\C2CCN(CC2)C(C)=O)S(N)(=O)=O)c1OC
CVD-0007031,CC(=O)N1CCN(CC1)C(=O)c1ncccc1CCF
CVD-0007030,COc1c(SC)cccc1\C(F)=C\C1CCN(CC1)C(C)=O
CVD-0007029,CSc1cccc(\C(F)=C\C2CCN(CC2)C(C)=O)c1SC
CVD-0007028,COc1c(SC)ccnc1C(=O)N1CCN(CC1)C(=O)C\C=C\F
CVD-0007027,CN1CCN(C(=O)Cc2c[nH]c3ncccc23)c2cc(ccc12)S(N)(=O)=O
CVD-0007026,CC(=O)Nc1ccc(Oc2nccc(Nc3sc(C)nc3-c3ccccc3)n2)cc1
CVD-0007025,Cc1ccncc1NC1CC[C@@H]([C@@H]1c1ccsc1)C(N)=O
CVD-0007024,O=C(Nc1cccnc1)C1=CC=C(C=C2CCCCC12)N1CCCOCC1
CVD-0007023,CC[N+]1([O-])CCN(C(=O)Cc2c[nH]c3ncccc23)c2cc(ccc12)S(N)(=O)=O
CVD-0007022,CS(=O)(=O)NCC(C1CCCCC1)C(=O)Nc1cccnc1
CVD-0007021,Cc1cnc2CN(N(C(=O)Nc3ccccc3)c2c1)C(=O)NC1CC1
CVD-0007020,Cc1ccncc1NC(=O)C1(CCNS(C)(=O)=O)CCCCC1
CVD-0007019,Cc1ccncc1NC(=O)[N+]1(C)CCCc2ccc(cc12)S(N)(=O)=O
CVD-0007018,OC1CCN(CC1)N(C(=O)Nc1cccnc1)c1ccccc1
CVD-0007017,Cc1ccncc1NC(=O)C1(CN2CCC(O)CC2)CCSC1
CVD-0007016,CC(=O)NCCc1c[nH]c2c(NC(=O)Nc3cccnc3)cc(F)cc12
CVD-0007015,COc1[o+]cc(CCNS(C)(=O)=O)c2cc(ccc12)S(N)(=O)=O
CVD-0007014,CC(=O)NCCc1c[nH]c2c(Cc3nnc(C)s3)cc(F)cc12
CVD-0007013,CN(Cc1cc(CCNC(=O)c2ccccc2F)ccn1)C(=O)NC1CC1
CVD-0007012,CS(=O)(=O)NCN(C(=O)Nc1cccnc1)c1ccccc1
CVD-0007011,CS(=O)(=O)NCC1CC[C@@H]([C@@H]1c1ccsc1)C(N)=O
CVD-0007010,Cc1nnc(s1)N(C(=O)Nc1cccnc1)c1cccc(F)c1
CVD-0007009,O=C(NC1CCN(Cc2ccsc2)CC1)Nc1cccnc1
CVD-0007008,O=C(N[C@@H]1CCCN(C1)S(=O)(=O)c1cccs1)Nc1cccnc1
CVD-0007007,O=C(NCC(=O)N1CCN(Cc2ccccc2)CC1)Nc1cccnc1
CVD-0007006,O=C(NCc1cccc(c1)S(=O)(=O)N1CCCCC1)Nc1cccnc1
CVD-0007005,O=C(NC1CN(C1)S(=O)(=O)c1ccc2OCCOc2c1)Nc1cccnc1
CVD-0007004,O=C(NCc1ccc(s1)S(=O)(=O)N1CCCCC1)Nc1cccnc1
CVD-0007003,O=C(NCc1ccc(s1)S(=O)(=O)N1CCOCC1)Nc1cccnc1
CVD-0007002,Cc1ccc(cc1)S(=O)(=O)N1CCC(CC1)NC(=O)Nc1cccnc1
CVD-0007001,CN1CCN(CC1)S(=O)(=O)c1cccc(NC(=O)Nc2cccnc2)c1
CVD-0007000,O=C(NCCc1ccc(s1)S(=O)(=O)N1CCCCC1)Nc1cccnc1
CVD-0006999,ClCC(=O)N1CC2CC1[C@H](CCc1ccccc1)[C@H]2C(=O)N1CCCCC1
CVD-0006998,COc1ccc(cc1)-n1cc(CN2CC3CC2CN3C(=O)CCl)nn1
CVD-0006997,CC(=O)NCCc1c[nH]c2c(cccc12)C(CCc1ccc(cc1)C(F)(F)F)N1CC2CC1CN2C(=O)CCl
CVD-0006996,CC(=O)NCCc1c[nH]c2c(cccc12)C(CCc1ccc(C)cc1)N1CC2CC1CN2C(=O)CCl
CVD-0006995,CC(=O)NCCc1c[nH]c2c(cccc12)C(CCc1ccccc1)N1CC2CC1CN2C(=O)CCl
CVD-0006994,Cc1ccc(CCC(N2CC3CC2CN3C(=O)CCl)c2cccc(c2)C#N)cc1
CVD-0006993,FC(F)(F)c1ccc(CCC(N2CC3CC2CN3C(=O)CCl)c2cccc(c2)C#N)cc1
CVD-0006992,ClCC(=O)N1CC2CC1CN2C(CCc1ccccc1)c1cccc(c1)C#N
CVD-0006991,Cc1ccc(CCC(N2CC3CC2CN3C(=O)CCl)c2cccc(Cl)c2)cc1
CVD-0006990,ClCC(=O)N1CC2CC1CN2C(CCc1ccccc1)c1cccc(Cl)c1
CVD-0006989,CS(=O)(=O)N(CCc1ccccc1)CC1CC2CC1CN2C(=O)CCl
CVD-0006988,CC(=O)NCCc1c[nH]c2c(CN3CC4CC3CN4C(=O)CCl)cccc12
CVD-0006987,ClCC(=O)N1[C@@H](Cc2ccccc2)C2CC1CN2Cc1cccc(Cl)c1
CVD-0006986,CC(C)C[C@@H]1C2CC(CN2C(=O)CCl)N1Cc1cccc(Cl)c1
CVD-0006985,NC(=O)C1C2CC(CN2C(=O)CCl)N1Cc1cccc(Cl)c1
CVD-0006984,Cc1cc(C)nc(NC2CC3CC2CN3C(=O)CCl)n1
CVD-0006983,Cc1cccc(c1)C12CC(N(C1)C(=O)CCl)c1ccccc21
CVD-0006982,CC(=O)NCCc1c[nH]c2c(c(F)ccc12)C12CC(N(C1)C(=O)CCl)c1ccccc21
CVD-0006981,ClCC(=O)N1CC2(CC1c1ccccc21)c1cccc(c1)C#N
CVD-0006980,Nc1cccc(c1)C12CC(N(C1)C(=O)CCl)c1ccccc21
CVD-0006979,Cc1cc(Cl)cc(CC2CC3CC2CN3C(=O)CCl)c1
CVD-0006978,CCNc1ncc(cc1CC1CC2CC1CN2C(=O)CCl)C#N
CVD-0006977,NS(=O)(=O)c1ccc2ccc(NC3CC4CC3CN4C(=O)CCl)cc2c1
CVD-0006976,NS(=O)(=O)c1ccc2ccc(CC3CC4CC3CN4C(=O)CCl)cc2c1
CVD-0006975,CC(=O)NCCc1c[nH]c2c(NC3CC4CC3CN4C(=O)CCl)cc(F)cc12
CVD-0006974,CC(=O)NCCc1c[nH]c2c(CC3CC4CC3CN4C(=O)CCl)cc(F)cc12
CVD-0006973,Cc1cccc(NC2CC3CC2CN3C(=O)CCl)c1
CVD-0006972,CC(=O)[C@@H]1C2C[C@@](CC(N)=O)(CN2C(=O)CCl)N1C(C)=O
CVD-0006971,CC(=O)N1[C@@H](CC(N)=O)C2C[C@@]1(CN2C(=O)CCl)C(C)=O
CVD-0006970,CC(=O)N1C2CC([C@@H]1CC(N)=O)N(C2)C(=O)CCl
CVD-0006969,CC(=O)NCCC1C=Nc2c1cc(F)cc2CN1CC2CC1CN2C(=O)CCl
CVD-0006968,NS(=O)(=O)C1CCc2cc(ccc2C1)C12CC(N(C1)C(=O)CCl)c1ccccc21
CVD-0006967,ClCC(=O)N1C(Cc2cccnc2)C2(CC1c1ccccc21)c1ccccc1
CVD-0006966,ClCC(=O)N1CC2CC1CN2Cc1cc(ccc1CNC(=O)N1CCOCC1)C#N
CVD-0006965,COc1cc(CN2CC3CC2CN3C(=O)CCl)c2ccccc2c1
CVD-0006964,CCNc1ncc(OC)cc1CN1CC2CC1CN2C(=O)CCl
CVD-0006963,CCNc1ncc(cc1CN1CC2CC1CN2C(=O)CCl)C#N
CVD-0006962,CCNc1ccc(cc1CN1CC2CC1CN2C(=O)CCl)C#N
CVD-0006961,ClCC(=O)N1CC2CC1CN2CCNC(=O)c1cccnc1
CVD-0006960,ClCC(=O)N1CC2CC1CN2CCNC(=O)c1cccc2ccccc12
CVD-0006959,CC1C2CC(CN2C(=O)CCl)N1C(F)(F)c1cccc(Cl)c1
CVD-0006958,COCCc1ccc(Cl)cc1CN1CC2CC1CN2C(=O)CCl
CVD-0006957,OCCc1cc(CN2CC3CC2CN3C(=O)CCl)c(cn1)C#N
CVD-0006956,CCNc1ncc(cc1C(N1CC2CC1CN2C(=O)CCl)c1cccc(Cl)c1)C#N
CVD-0006955,COCc1cc(Cl)cc(CN2CC3CC2CN3C(=O)CCl)c1
CVD-0006954,FC(F)(N1CC2CC1CN2C(=O)CCl)c1cccc(Cl)c1
CVD-0006953,NC(=O)C1CC2(CC3CC2N(C3)C(=O)CCl)CC1c1ccccc1
CVD-0006952,ClCC(=O)N1CC2CC1CN2Cc1cnc(Cc2ccccc2)s1
CVD-0006951,CCNc1cccc(C#N)c1CN1CC2CC1CN2C(=O)CCl
CVD-0006950,Cc1ccc(cc1)C(N1CC2CC1CN2C(=O)CCl)c1cccc(C)c1
CVD-0006949,CC(=O)NCCc1c[nH]c2c(cccc12)C(N1CC2CC1CN2C(=O)CCl)c1ccccc1
CVD-0006948,Nc1nc(CN2CC3CC2CN3C(=O)CCl)ncc1Cc1ccccc1
CVD-0006947,ClCC(=O)N1CC2CC1CN2[C@H](c1ccc(Cl)cc1)c1cccc(Cl)c1
CVD-0006946,ClCC(=O)N1CC2CC1CC2C(=O)Nc1ccccc1OC1CCN(Cc2ccccc2)CC1
CVD-0006945,ClCC(=O)N1CC2CC1CN2C1(CC1)c1cccc(Cl)c1
CVD-0006944,ClCC(=O)N1CC2CC1CN2C1(CCO1)c1cccc(Cl)c1
CVD-0006943,ClCC(=O)N1CC2CC1CN2Cc1ncc(Cc2ccccc2)s1
CVD-0006942,Cc1cccc(c1)[C@@H](N1CC2CC1CN2C(=O)CCl)c1cccc(Cl)c1
CVD-0006941,ClCC(=O)N1CC2CC1CN2C(c1cccc(Cl)c1)c1cccc(Cl)c1
CVD-0006940,ClCC(=O)N1CC2CC1CN2S(=O)(=O)c1ccc(Cc2cccc3ccccc23)cc1
CVD-0006939,Cc1cccc(c1)N(C1CC2CC1CN2C(=O)CCl)c1cccc(N)c1
CVD-0006938,Oc1ccc(C[C@H]2C3CC(CN3Cc3cccc(Cl)c3)N2C(=O)CCl)cc1
CVD-0006937,ClCC(=O)N1CC2CC1CN2Cc1cccc(NC(=O)c2cnc(Cc3ccccc3)s2)c1
CVD-0006936,CC(=O)NCCc1c[nH]c2c(cc(Cl)cc12)[C@@]12CC(N(C1)C(=O)CCl)c1ccccc21
CVD-0006935,NS(=O)(=O)c1ccc2CCCN(CCCN3CC4CC3CN4C(=O)CCl)c2c1
CVD-0006934,NS(=O)(=O)c1cccc(c1)-n1cc(CN2CC3CC2CN3C(=O)CCl)nn1
CVD-0006933,NC(=O)CCCC(Cl)C(=O)N1CC2CC1CN2Cc1cccc(F)c1
CVD-0006932,Fc1cccc(CN2CC3CC2CN3C(=O)C(Cl)CCC2NC(=O)NC2=O)c1
CVD-0006931,CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NC(CN1CC2CC1CN2C(=O)CCl)c1ccccc1
CVD-0006930,ClC(C(=O)N1CC2CC1CC2C(=O)Nc1ccccc1)c1cccnc1
CVD-0006929,ClC(Cc1cccnc1)C(=O)N1CC2CC1CC2C(=O)Nc1ccccc1
CVD-0006928,ClCC(=O)N1CC2CC1CN2Cc1cc(Cl)cc2cccc(OCCN3CCOCC3)c12
CVD-0006927,CNC(=O)c1ccc(cc1CN1CC2CC1CN2C(=O)CCl)C#N
CVD-0006926,ClCC(=O)N1CC2CC1CN2Cc1cccc2CCNC(=O)Cc12
CVD-0006925,CC(=O)N1CCCc2cccc(CN3CC4CC3CN4C(=O)CCl)c2C1
CVD-0006924,ClCC(=O)N1CC2CC1CN2Cc1cccc(CNC(=O)N2CCOCC2)c1
CVD-0006923,CNS(=O)(=O)c1ccc(C#N)c(c1)C12CC(N(C1)C(=O)CCl)c1ccccc21
CVD-0006922,CNS(=O)(=O)c1ccc2ccc(CN3CC4CC3CN4C(=O)CCl)cc2c1
CVD-0006921,CS(=O)(=O)N1CCc2ccc(CN3CC4CC3CN4C(=O)CCl)cc2C1
CVD-0006920,NS(=O)(=O)c1ccc2CCCN(CCCCC3CC4CC3N(C4)C(=O)CCl)c2c1
CVD-0006919,NS(=O)(=O)c1ccc2cccc(CN3CC4CC3C(N4C(=O)CCl)c3cccnc3)c2c1
CVD-0006918,NS(=O)(=O)CCc1cccc2sc(nc12)C1CC2CC1N(C2)C(=O)CCl
CVD-0006917,ClCC(=O)N1CC2CC1CN2Cc1cc(Cl)ccc1CNC(=O)N1CCOCC1
CVD-0006916,CC1Cc2ccc(cc2CN1CC1CC2CC1CN2C(=O)CCl)S(N)(=O)=O
CVD-0006915,ClCC(=O)N1CC2CC1CN2Cc1cc(Cl)ccc1CNS(=O)(=O)N1CCOCC1
CVD-0006914,NS(=O)(=O)c1cc2CN(CC3CC4CC3CN4C(=O)CCl)CCc2cc1C(F)F
CVD-0006913,ClCC(=O)N1CC2CC1CN2Cc1cc(Cl)ccc1CNC(=O)N1CCNC(=O)C1
CVD-0006912,Cc1cc2CCN(CC3CC4CC3CN4C(=O)CCl)Cc2cc1S(N)(=O)=O
CVD-0006911,NS(=O)(=O)CCNc1ncccc1CN1CC2CC1CN2C(=O)CCl
CVD-0006910,Cc1cccc(c1)C1(CC(C1)C(N)=O)N1CC2CC1CN2C(=O)CCl
CVD-0006909,NS(=O)(=O)Cc1nc2cccc(CN3CC4CC3CN4C(=O)CCl)c2[nH]1
CVD-0006908,Cc1cccc(CN2C3CC([C@H]2CC(N)=O)N(C3)C(=O)CCl)c1
CVD-0006907,ClCC(=O)N1CC2CC1C(NCc1ccccc1)C2NC(=O)c1ccccc1
CVD-0006906,Cc1ncc(s1)C1(CCCCC1)N1CC2CC1CN2C(=O)CCl
CVD-0006905,O=C(N[C@@H](C[C@@H]1CCNC1=O)C(=O)C(=O)N1CCN(CC1)S(=O)(=O)c1cccs1)[C@H](CC1CC1)NC(=O)c1cc2ccccc2[nH]1
CVD-0006904,O=C(N[C@@H](Cc1ccncc1)C(=O)C(=O)N1CCN(CC1)S(=O)(=O)c1cccs1)[C@H](CC1CC1)NC(=O)c1cc2ccccc2[nH]1
CVD-0006903,Nc1cccn([C@@H](CC2CC2)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)C(=O)N2CCN(CC2)C(=O)c2cccs2)c1=O
CVD-0006902,Cc1cccc(CN2CCN(CC2)C(=O)C(=O)[C@H](C[C@@H]2CCNC2=O)NC(=O)[C@H](CC2CC2)NC(=O)c2cc3ccccc3[nH]2)c1
CVD-0006901,Cc1ccc(cc1)N([C@@H]1CS(=O)(=O)C=C1)C(=O)C(=O)[C@H](Cc1cccnc1)NC(=O)[C@H](CC1CC1)NC(=O)c1cc2ccccc2[nH]1
CVD-0006900,Cc1ccc(cc1)N([C@@H]1CS(=O)(=O)C=C1)C(=O)C(=O)[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC1CC1)NC(=O)c1cc2ccccc2[nH]1
CVD-0006899,O=C(N[C@@H](C[C@@H]1CCNC1=O)C(=O)C(=O)N1CCN(CC1)C(=O)c1cccs1)[C@H](CC1CC1)NC(=O)c1cc2ccccc2[nH]1
CVD-0006898,O=C(N[C@@H](Cc1ccncc1)C(=O)C(=O)N1C[C@H](c2ccccc2)c2ccccc2C1)[C@H](CC1CC1)NC(=O)c1cc2ccccc2[nH]1
CVD-0006897,O=C(N[C@@H](C[C@@H]1CCNC1=O)C(=O)C(=O)N1C[C@H](c2ccccc2)c2ccccc2C1)[C@H](CC1CC1)NC(=O)C1=CC2C=CC=CC2N1
CVD-0006896,Cc1cccc(CN2CCN(CC2)C(=O)C(=O)[C@H](Cc2ccncc2)NC(=O)[C@H](CC2CC2)NC(=O)C2=CC3C=CC=CC3N2)c1
CVD-0006895,O=C(N[C@@H](Cc1cccnc1)C(=O)C(=O)N1CCN(CC1)C(=O)c1cccs1)[C@H](CC1CC1)NC(=O)c1cc2ccccc2[nH]1
CVD-0006894,O=C(N[C@@H](Cc1ccncc1)C(=O)C(=O)N1CCN(CC1)C(=O)c1cccs1)[C@H](CC1CC1)NC(=O)c1cc2ccccc2[nH]1
CVD-0006893,ClCC(=O)Nc1cc(ccc1Cl)S(=O)(=O)N1CCCC1
CVD-0006892,ClCC(=O)Nc1cc(ccc1Cl)S(=O)(=O)N1CCCCC1
CVD-0006891,ClCC(=O)Nc1cc(ccc1Cl)S(=O)(=O)N1CCCCCC1
CVD-0006890,ClCC(=O)Nc1cc(ccc1Cl)S(=O)(=O)N1CCOCC1
CVD-0006889,Fc1cccc(Cl)c1CN1CCN(CC1)C(=O)CCl
CVD-0006888,Cc1ccc(NC(=O)CCl)cc1S(=O)(=O)N1CCOCC1
CVD-0006887,ClCC(=O)N1CCc2cc(ccc12)S(=O)(=O)N1CCCCC1
CVD-0006886,Cc1ccc(cc1NC(=O)CCl)S(=O)(=O)N1CCCCC1
CVD-0006885,Cc1ccc(cc1NC(=O)CCl)S(=O)(=O)N1CCOCC1
CVD-0006884,ClCC(=O)N1CCN(CC1)C(=O)Nc1ccccc1
CVD-0006883,ClCC(=O)Nc1cccc(c1)S(=O)(=O)N1CCCC1
CVD-0006882,ClCC(=O)Nc1cccc(c1)S(=O)(=O)N1CCCCC1
CVD-0006881,ClCC(=O)Nc1cccc(c1)S(=O)(=O)N1CCOCC1
CVD-0006880,[O-][N+](=O)c1cc(Cl)ccc1N1CCN(CC1)C(=O)CCl
CVD-0006879,ClCC(=O)NCc1ccccc1S(=O)(=O)N1CCCCC1
CVD-0006878,ClCC(=O)N1CCN(CC1)C(CCc1ccccc1)CC(=O)N1CCN(CC1)C(=O)CCl
CVD-0006877,COc1ccc(NC(=O)C2CC3CC2CN3C(=O)CCl)cn1
CVD-0006876,Cc1cccnc1NC(=O)C1CC2CC1CN2C(=O)CCl
CVD-0006875,CC(=O)c1cccc(NC(=O)C2CC3CC2CN3C(=O)CCl)c1
CVD-0006874,FC(Cl)C(=O)N1CC2CC1CN2Cc1cccc2ccccc12
CVD-0006873,NS(=O)(=O)c1ccc2CCN(CC3CC4CC3CN4C(=O)CCl)Cc2c1
CVD-0006872,NCC1CCc2nc(sc2C1)C1CC2CC1N(C2)C(=O)CCl
CVD-0006871,ClCC(=O)N1CC2CC1CN2C1OC(=O)C(\C=C\c2ccc(cc2)C#N)=C1
CVD-0006870,CS(=O)(=O)NCC(N1CC2CC1CN2C(=O)CCl)c1ccccc1
CVD-0006869,COc1cc(NC(=O)C2CC3CC2CN3C(=O)CCl)cc(OC)c1OC
CVD-0006868,CNC(=O)C(CCN1CC2CC1CN2C(=O)CCl)Nc1ccccc1
CVD-0006867,NS(=O)(=O)CCc1ccccc1CN1CC2CC1CN2C(=O)CCl
CVD-0006866,NS(=O)(=O)c1ccc2cccc(CN3CC4CC3CN4C(=O)CCl)c2c1
CVD-0006865,OC1CCC(CC1)N(Cc1ccccc1C#N)C1CC2CC1CN2C(=O)CCl
CVD-0006864,COc1ccc2C3CC(N(C3c3ccccc3)C(=O)CCl)c2c1
CVD-0006863,ClCC(=O)N1CC2CC1CN2C(C1CCNC(=O)C1)c1ccccc1
CVD-0006862,ClCC(=O)N1CC2CC1CN2Cc1cc(Cl)ccc1CNC(=O)[C@@H]1CCCOC1
CVD-0006861,ClCC(=O)N1CC2CC1CC2C(=O)Nc1ccn(n1)-c1ccccc1
CVD-0006860,ClCC(=O)N1CC2CC1CC2C(=O)Nc1ccccc1Br
CVD-0006859,ClCC(=O)N1CC2CC1CC2C(=O)Nc1ccccc1
CVD-0006858,ClCC(=O)N1CC2CC1CC2C(=O)Nc1cccc(c1)-c1cc[nH]n1
CVD-0006857,ClCC(=O)N1CC2CC1CC2C(=O)Nc1cccc(c1)C1=NN=C2CCCCC12
CVD-0006856,ClCC(=O)N1CC2CC1CC2C(=O)Nc1ccc(cc1)N1CCNC1=O
CVD-0006855,ClCC(=O)N1CC2CC1CC2C(=O)Nc1ccc(Cl)cc1
CVD-0006854,ClCC(=O)N1CC2CC1CC2C(=O)Nc1c[nH]c2ccc(Br)cc12
CVD-0006853,ClCC(=O)N1CC2CC1CC2C(=O)Nc1ccc2c(c1)[nH]c1ccccc21
CVD-0006852,ClCC(=O)N1CC2CC1CC2C(=O)Nc1cc(Cl)nc2ccccc12
CVD-0006851,ClCC(=O)N1CC2CC1CN2C1(CCCCC1)c1ccccc1
CVD-0006850,ClCC(=O)N1CC2CC1CC2c1nc(nc2ccccc12)-c1cccnc1
CVD-0006849,ClCC(=O)N1CC2CC3CN(CC13C2)C(=O)c1ccc[nH]1
CVD-0006848,ClCC(=O)N1CC2CC1C(C2)c1nc(nc2ccccc12)-c1cccnc1
CVD-0006847,OC1CCC(CC1)N(CC1CCCCC1)C1CC2CC1N(C2)C(=O)CCl
CVD-0006846,ClCC(=O)N1CC2CC1CN2Cc1nc(no1)-c1cccs1
CVD-0006845,ClCC(=O)N1CC2CC1CN2Cc1cc(Cl)cc2cnccc12
CVD-0006844,ClCC(=O)N1CC2CC1CN2C(C1CCOCC1)c1ccccc1
CVD-0006843,ClCC(=O)N1CC2CC1CN2C(C1CCCCC1)c1ccccc1
CVD-0006842,OCC(CO)C(N1CC2CC1CN2C(=O)CCl)c1ccccc1
CVD-0006841,ClCC(=O)N1C[C@]2(CC1c1c2cccc1OCCN1CCOCC1)c1cccc(Cl)c1
CVD-0006840,ClCC(=O)N1CC2CC1CC2C(=O)Nc1cccnc1
CVD-0006839,CNC(=O)c1cc2cccc(CN3CC4CC3CN4C(=O)CCl)c2nc1N1CCOCC1
CVD-0006838,CN1CCC(CC1)C(N1CC2CC1CN2C(=O)CCl)c1ccccc1
CVD-0006837,CN(C(=O)C1CC2CC1CN2C(=O)CCl)c1ccccc1
CVD-0006836,CCCc1n[nH]c(n1)C1CN(CCO1)C(=O)C1CC2CC1CN2C(=O)CCl
CVD-0006835,Cc1ccnc2[nH]c(CC3CC4CC3CN4C(=O)CCl)nc12
CVD-0006834,Cc1ccnc(NC(=O)C2CC3CC2CN3C(=O)CCl)c1
CVD-0006833,Cc1cccc(c1)C(CNS(C)(=O)=O)N1CC2CC1CN2C(=O)CCl
CVD-0006832,Cc1n[nH]c(n1)-c1ccc(C)c(NC(=O)C2CC3CC2CN3C(=O)CCl)c1
CVD-0006831,Cc1nnc(o1)C1C2CC(N1C(=O)CCl)c1ccccc21
CVD-0006830,CC(=O)c1ccc(NC(=O)C2CC3CC2CN3C(=O)CCl)cc1
CVD-0006829,CC(=O)Nc1c(C)ccnc1NC(=O)CCl
CVD-0006828,NC(N1CCC(O)C(N)C1)c1ccsc1
CVD-0006827,COC(=O)c1ccc(C(N(C)C(=O)NC2CC2)c2cc(C)on2)c(NS(C)(=O)=O)c1
CVD-0006826,CN(Cc1cc(C)on1)C(=O)NC1CC1N
