Molecule Name,SMILES
CVD-0011493,COCc1c(Br)c(C)nc(OCC(O)=O)c1C#N
CVD-0011492,Cc1cc(C(=O)CSc2ncccc2C#N)c(C)n1C
CVD-0011491,CCc1nc(SCC(=O)Nc2ccc(F)cc2)[nH]c(=O)c1C#N
CVD-0011490,CN(C)c1nc(SCC#N)nc(n1)N(C)C
CVD-0011489,Cn1nnnc1SCC#N
CVD-0011488,CSc1nc(C)c(cc1C#N)C(C)=O
CVD-0011487,CC(C)(OCCC#N)C#CCN1CCCC1
CVD-0011486,CCOC(=O)c1csc(CC#N)n1
CVD-0011485,CCc1nc(SC(C)C(=O)Nc2ccc(F)cc2)[nH]c(=O)c1C#N
CVD-0011484,CCc1nc(SC(C)C(=O)Nc2ccc(Cl)cc2)[nH]c(=O)c1C#N
CVD-0011483,CC1(C)Cc2nc(NCCO)c(cc2CO1)C#N
CVD-0011482,CN(C)c1nc(SCC#N)nc(n1)N1CCOCC1
CVD-0011481,CCc1nc(SC(C)C(=O)Nc2cccc(Cl)c2C)[nH]c(=O)c1C#N
CVD-0011480,Cc1nc2ncc(C#N)c(N)n2n1
CVD-0011479,Clc1cccc(OCc2nc(C#N)c(NCC=C)o2)c1
CVD-0011478,CCNc1sc(C(C)=O)c(N)c1C#N
CVD-0011477,Cc1nnc(SCC#N)s1
CVD-0011476,OC(=O)COc1ccc(Cl)cc1C#N
CVD-0011475,CCOC(=O)c1c(N)c(cn1C)C#N
CVD-0011474,CCOCCCNc1oc(COc2ccc(F)cc2)nc1C#N
CVD-0011473,CSc1nc(N)nc(SCC(=O)Nc2ccc(Cl)cc2)c1C#N
CVD-0011472,COC(=O)c1c(N)c(cn1C)C#N
CVD-0011471,Cn1c2nc(N)c(cc2c(=O)n(C)c1=O)C#N
CVD-0011470,CC(=O)c1cc(C#N)c(SCC(=O)OC(C)(C)C)nc1C
CVD-0011469,CNc1oc(COc2ccc(Cl)cc2)nc1C#N
CVD-0011468,CCOC(=O)c1c(C)oc(N)c1C#N
CVD-0011467,CC(=O)c1cc(C#N)c(SCC(=O)Nc2nccs2)nc1C
CVD-0011466,COc1ccc(NC(=O)CSc2ncccc2C#N)cc1
CVD-0011465,Fc1ccc(NC(=O)CSc2ncccc2C#N)cc1
CVD-0011464,COc1ccc(OCCC#N)cc1
CVD-0011463,CCOc1ccc(NC(=O)CSc2ncccc2C#N)cc1
CVD-0011462,O=C1CCCN1CCNCCC#N
CVD-0011461,CC(=O)Nc1ccc(NCCC#N)cc1
CVD-0011460,CN(CCC#N)CC(=O)Nc1nccs1
CVD-0011459,COCc1cc(C)nc(SC)c1C#N
CVD-0011458,CN(C)c1nc(NC(C)(C)C)nc(SCC#N)n1
CVD-0011457,CCCOc1ccc(NC(=O)CSc2ncccc2C#N)cc1
CVD-0011456,Clc1ccc(OCC(=O)NCC#N)cc1
CVD-0011455,Cc1ccc(o1)-c1nn(CCC#N)cc1\C=N\O
CVD-0011454,Cc1nc2ccc(NC(=O)CSc3ncccc3C#N)cc2[nH]1
CVD-0011453,Clc1ccc2[nH]c(SCC#N)nc2c1
CVD-0011452,Cc1nc(C#N)c(NCc2ccco2)o1
CVD-0011451,CC(C)c1nc(CC#N)n[nH]1
CVD-0011450,Fc1ccc(NC(=O)CSc2ncccc2C#N)cc1Cl
CVD-0011449,Clc1ccc2oc(=O)n(CCCC#N)c2c1
CVD-0011448,CC(=O)c1cnc2nc(SCC#N)nn2c1C
CVD-0011447,CC(=O)c1cc(C#N)c(SCC(O)=O)nc1C
CVD-0011446,Clc1ccc(NC(=O)CSc2ncccc2C#N)cc1Cl
CVD-0011445,Nc1nc(SCC(=O)Nc2ccc(Cl)c(Br)c2)ncc1C#N
CVD-0011444,Clc1ccc(Cl)c(c1)S(=O)(=O)CCC#N
CVD-0011443,Clc1ccc(OCCCC(=O)Nc2sccc2C#N)c(Cl)c1
CVD-0011442,CCCN1CC(CC1=O)C(=O)NCC#N
CVD-0011441,Cn1c2ncn(CCCC#N)c2c(=O)n(C)c1=O
CVD-0011440,CC(Sc1ncccc1C#N)C(=O)Nc1nccs1
CVD-0011439,Nc1ccc2nc(SCC#N)sc2c1
CVD-0011438,N#CCSc1nc(nc(n1)N1CCOCC1)N1CCOCC1
CVD-0011437,CCOC(=O)CC(=O)CSc1nccc(N(C)C)c1C#N
CVD-0011436,COCCNc1oc(COc2ccc(F)cc2)nc1C#N
CVD-0011435,CCCOc1ccc(NC(=O)CSc2ncc(C#N)c(N)n2)cc1
CVD-0011434,CC(=O)N1CCC(CC1)C(=O)NCC#N
CVD-0011433,CCc1nnc(NC(=O)CSc2ncccc2C#N)s1
CVD-0011432,COCc1cc(C)nc(SCC(=O)Nc2ccc(F)cc2)c1C#N
CVD-0011431,CC(=O)c1cc(C#N)c(SCC(N)=O)nc1C
CVD-0011430,Cn1c(SCC#N)nc2n(C)c(=O)n(C)c(=O)c12
CVD-0011429,COCc1cc(C)nc(SCC(=O)Nc2ncc(C)s2)c1C#N
CVD-0011428,COCc1cc(C)nc(SCC(=O)Nc2nc(C)cs2)c1C#N
CVD-0011427,CN1CCc2nc(SCC(=O)NC(C)(C)C)c(cc2C1)C#N
CVD-0011426,Cc1nnc(NC(=O)CSc2ncccc2C#N)s1
CVD-0011425,COc1ccc(NC(=O)NC(C)(C)C#N)cc1
CVD-0011424,CCc1nc(SCC(=O)Nc2ccc(F)c(Cl)c2)[nH]c(=O)c1C#N
CVD-0011423,CCc1nc(SCC(=O)OC)[nH]c(=O)c1C#N
CVD-0011422,Nc1nc(SCC(=O)Nc2nccs2)ncc1C#N
CVD-0011421,CC(C)(OCCC#N)C#CCN1CCOCC1
CVD-0011420,Cc1cnc(NC(=O)CSc2ncccc2C#N)s1
CVD-0011419,CCc1nnc(NC(=O)CN(C)CCC#N)s1
CVD-0011418,COCc1cc(C)nc(SCC(O)=O)c1C#N
CVD-0011417,COCc1cc(C)nc(SCC(=O)Nc2cccc(F)c2)c1C#N
CVD-0011416,CCc1nc(SCC(=O)Nc2ccc(OC)cc2)[nH]c(=O)c1C#N
CVD-0011415,CCc1nc(SCC(=O)OC(C)C)[nH]c(=O)c1C#N
CVD-0011414,Cc1csc(NC(=O)CSc2ncccc2C#N)n1
CVD-0011413,N#CCCCOc1ccc2OCOc2c1
CVD-0011412,CCOc1ccc(NC(=O)CSc2nc(CC)c(C#N)c(=O)[nH]2)cc1
CVD-0011411,CCC(=O)Nc1nnc(SCC#N)s1
CVD-0011410,CCOC(=O)CSc1nc(CC)c(C#N)c(=O)[nH]1
CVD-0011409,COCc1cc(C)nc(SCC(=O)NC(C)(C)C)c1C#N
CVD-0011408,Nc1nc(SCC(=O)N2CCCC2)ncc1C#N
CVD-0011407,CSc1nc(N)nc(SCC(=O)C(C)(C)C)c1C#N
CVD-0011406,O=c1n(CCC#N)c(=O)n(CCC#N)c(=O)n1CCC#N
CVD-0011405,COCc1cc(C)nc(SCC(=O)OC(C)C)c1C#N
CVD-0011404,CCc1nc(SCC(=O)NCC(C)C)[nH]c(=O)c1C#N
CVD-0011403,CCc1nc(SCC(=O)NCCOC)[nH]c(=O)c1C#N
CVD-0011402,CCc1nc(SCC(=O)NCc2ccco2)[nH]c(=O)c1C#N
CVD-0011401,Cc1cc(C(=O)CSc2ncc(C#N)c(N)n2)c(C)n1C
CVD-0011400,Cc1ccncc1NC(=O)Cc1ccc(Cl)c(OC2CC(=O)N2)c1
CVD-0011399,CCc1cc(CC(=O)Nc2cnccc2C)cc(OC2CC(=O)N2)c1
CVD-0011398,COc1cc(CC(=O)Nc2cnccc2C)cc(OC2CC(=O)N2)c1
CVD-0011397,Cc1ccncc1NC(=O)Cc1cc(OC2CC(=O)N2)cc(c1)C#C
CVD-0011396,Cc1ccncc1NC(=O)Cc1cc(F)cc(OC2CC(=O)N2)c1
CVD-0011395,Cc1cc(CC(=O)Nc2cnccc2C)cc(OC2CC(=O)N2)c1
CVD-0011394,CCCC(NC(=O)C(C)n1ccn(C)[c]1=[Au+]Cl)C(O)=O
CVD-0011393,Cn1ccn(C(CCS(C)=O)C(O)=O)[c]1=[Au+]Cl
CVD-0011392,Cn1ccn(CCCCC(N)C(O)=O)[c]1=[Au+]Cl
CVD-0011391,Cn1ccn(CC(O)C(O)C(O)C(O)CO)[c]1=[Au+]Cl
CVD-0011390,Cn1ccn(C(CCS(N)(=O)=O)C(O)=O)[c]1=[Au+]Cl
CVD-0011389,Cn1ccn(-c2ncnc3n(cnc23)C2OC(CO)C(O)C2O)[c]1=[Au+]Cl
CVD-0011388,CC(=O)OCc1cnc(c(n1)C#N)-n1ccn(C)[c]1=[Au+]Cl
CVD-0011387,COC(=O)C(Cc1c[nH]cn1)n1ccn(C)[c]1=[Au+]Cl
CVD-0011386,COC(=O)C(CCCCn1ccn(C)[c]1=[Au+]Cl)NC(C)=O
CVD-0011385,Cn1ccn(-c2ncnc3n(C4OC(CO)C(O)C4O)c(Br)nc23)[c]1=[Au+]Cl
CVD-0011384,Cn1ccn([c]1=[Au+]Cl)C(C)(CCC(O)=O)C(O)=O
CVD-0011383,Cn1ccn(-c2cccc(c2)S(=O)(=O)CCO)[c]1=[Au+]Cl
CVD-0011382,Cn1ccn(C(CCCC(O)=O)C(O)=O)[c]1=[Au+]Cl
CVD-0011381,Cn1ccn(-c2nc(Cl)nc3n(cnc23)C2OC(CO)C(O)C2O)[c]1=[Au+]Cl
CVD-0011380,Cn1ccn(C(CO)Cc2c[nH]cn2)[c]1=[Au+]Cl
CVD-0011379,Cn1ccn(C(=O)CN(CC(O)=O)CC(O)=O)[c]1=[Au+]Cl
CVD-0011378,CC(=O)NC(CCCCn1ccn(C)[c]1=[Au+]Cl)C(O)=O
CVD-0011377,COc1cc(OC)nc(n1)-n1ccn(C)[c]1=[Au+]Cl
CVD-0011376,Cn1ccn(C(=N)SCCCS(O)(=O)=O)[c]1=[Au+]Cl
CVD-0011375,Cn1ccn(-c2nc(n[nH]2)C(O)=O)[c]1=[Au+]Cl
CVD-0011374,Cn1ccn(Cc2cc(O)no2)[c]1=[Au+]Cl
CVD-0011373,CC(=O)NC(CC(=O)n1ccn(C)[c]1=[Au+]Cl)C(O)=O
CVD-0011372,Cn1ccn(C(CCCNC(N)=N)C(O)=O)[c]1=[Au+]Cl
CVD-0011371,Cn1ccn(C(CCCNC(N)=O)C(O)=O)[c]1=[Au+]Cl
CVD-0011370,Cn1ccn(C(C(O)=O)c2ccc(O)cc2)[c]1=[Au+]Cl
CVD-0011369,COc1cc(OC)cc(c1)-n1ccn(C)[c]1=[Au+]Cl
CVD-0011368,Cn1ccn(-c2ncnc3n(cnc23)C2OC(CO)C3OC(C)(C)OC23)[c]1=[Au+]Cl
CVD-0011367,Cn1ccn(C(C(O)c2ccc(O)c(O)c2)C(O)=O)[c]1=[Au+]Cl
CVD-0011366,Cn1ccn(C(CCS(C)(=N)=O)C(O)=O)[c]1=[Au+]Cl
CVD-0011365,CC(NC(=O)C(CO)n1ccn(C)[c]1=[Au+]Cl)C(O)=O
CVD-0011364,COc1cc(cc(OC)c1OC)-n1ccn(C)[c]1=[Au+]Cl
CVD-0011363,CC(NC(=O)C(C)n1ccn(C)[c]1=[Au+]Cl)C(O)=O
CVD-0011362,Cn1ccn(CC(O)c2cccc(O)c2)[c]1=[Au+]Cl
CVD-0011361,Cc1ccc2[nH]cc(CC(C(O)=O)n3ccn(C)[c]3=[Au+]Cl)c2c1
CVD-0011360,Cn1ccn(C(=O)CNCCS(O)(=O)=O)[c]1=[Au+]Cl
CVD-0011359,COC(=O)C(C)(Cc1ccc(O)cc1)n1ccn(C)[c]1=[Au+]Cl
CVD-0011358,Cn1ccn(C(Cc2c[nH]cn2)C(O)=O)[c]1=[Au+]Cl
CVD-0011357,Cn1ccn(-c2cc(cc(c2)C(O)=O)C(O)=O)[c]1=[Au+]Cl
CVD-0011356,COC(=O)C(Cc1ccc(O)cc1)n1ccn(C)[c]1=[Au+]Cl
CVD-0011355,Cn1ccn(C(Cc2c[nH]c3ccc(Br)cc23)C(O)=O)[c]1=[Au+]Cl
CVD-0011354,Cn1ccn(C(Cc2c[nH]c3cc(F)ccc23)C(O)=O)[c]1=[Au+]Cl
CVD-0011353,Cn1ccn(-c2nc(=O)[nH]c3n[nH]cc23)[c]1=[Au+]Cl
CVD-0011352,Cn1ccn(C(Cc2nccs2)C(O)=O)[c]1=[Au+]Cl
CVD-0011351,Cn1ccn(-c2ccn(C3CCC(CO)O3)c(=O)n2)[c]1=[Au+]Cl
CVD-0011350,Cn1ccn(-c2ccc3cc(cc(O)c3c2)S(O)(=O)=O)[c]1=[Au+]Cl
CVD-0011349,CNC(=O)C(CCCCn1ccn(C)[c]1=[Au+]Cl)NC(C)=O
CVD-0011348,Cn1ccn(C(Cc2ccc(N)cc2)C(O)=O)[c]1=[Au+]Cl
CVD-0011347,Cn1ccn(C(=N)SCCCSC(N)=N)[c]1=[Au+]Cl
CVD-0011346,Cn1ccn(-c2nc3n(cnc3c(=O)[nH]2)C2CC(O)C(CO)O2)[c]1=[Au+]Cl
CVD-0011345,Cn1ccn([c]1=[Au+]Cl)C(C)(Cc1ccc(O)cc1)C(O)=O
CVD-0011344,Cn1ccn(C(Cc2ccc(O)cc2)C(O)=O)[c]1=[Au+]Cl
CVD-0011343,COc1cc(ccc1O)C(O)Cn1ccn(C)[c]1=[Au+]Cl
CVD-0011342,COc1[nH]c(nc-2ncnc1-2)-n1ccn(C)[c]1=[Au+]Cl
CVD-0011341,Cn1ccn(-c2nc(=O)c3nn[nH]c3[nH]2)[c]1=[Au+]Cl
CVD-0011340,Cn1ccn(-c2nc(C#N)c([nH]2)C#N)[c]1=[Au+]Cl
CVD-0011339,Cn1ccn(C(CSCC(N)C(O)=O)C(O)=O)[c]1=[Au+]Cl
CVD-0011338,COc1ccc2[nH]cc(CC(C(O)=O)n3ccn(C)[c]3=[Au+]Cl)c2c1
CVD-0011337,Cc1ncc(CO)c(Cn2ccn(C)[c]2=[Au+]Cl)c1O
CVD-0011336,Cn1ccn(C(Cc2cc(I)c(O)c(I)c2)C(O)=O)[c]1=[Au+]Cl
CVD-0011335,Cn1ccn(C(Cc2c[nH]c3ccc(O)cc23)C(O)=O)[c]1=[Au+]Cl
CVD-0011334,Cn1ccn(C(Cc2ccc(O)c(I)c2)C(O)=O)[c]1=[Au+]Cl
CVD-0011333,CCCCS(=N)(=O)CCC(C(O)=O)n1ccn(C)[c]1=[Au+]Cl
CVD-0011332,CC(NC(CCCNC(=N)n1ccn(C)[c]1=[Au+]Cl)C(O)=O)C(O)=O
CVD-0011331,Cn1ccn(-c2ccc(CCCC(O)=O)cc2)[c]1=[Au+]Cl
CVD-0011330,Cn1ccn(C(Cc2c[nH]c3ccc(F)cc23)C(O)=O)[c]1=[Au+]Cl
CVD-0011329,Cn1ccn(CC(=O)NC(Cc2ccc(O)cc2)C(O)=O)[c]1=[Au+]Cl
CVD-0011328,Cn1ccn(C(Cc2ccc(O)c(N)c2)C(O)=O)[c]1=[Au+]Cl
CVD-0011327,Cn1ccn(CCc2ccc(O)c(O)c2)[c]1=[Au+]Cl
CVD-0011326,Cn1ccn([c]1=[Au+]Cl)C(C)(Cc1ccc(O)c(O)c1)C(O)=O
CVD-0011325,Cn1ccn(C(Cc2ccc(O)c(O)c2)C(O)=O)[c]1=[Au+]Cl
CVD-0011324,Cn1ccn(CC(O)c2ccc(O)c(O)c2)[c]1=[Au+]Cl
CVD-0011323,Cn1ccn(-c2ccn(C3CC(O)C(CO)O3)c(=O)n2)[c]1=[Au+]Cl
CVD-0011322,CCCC(C(=O)n1ccn(C)[c]1=[Au+]Cl)c1ccc(O)c(O)c1
CVD-0011321,CC1OC(CC1O)n1ccc(nc1=O)-n1ccn(C)[c]1=[Au+]Cl
CVD-0011320,Cn1ccn(Cc2[nH]cc(CCC(O)=O)c2CC(O)=O)[c]1=[Au+]Cl
CVD-0011319,Cn1ccn(CCC(=O)NC(Cc2c[nH]cn2)C(O)=O)[c]1=[Au+]Cl
CVD-0011318,CC(C(O)c1ccc(O)c(O)c1)n1ccn(C)[c]1=[Au+]Cl
CVD-0011317,Cn1ccn(C(Cc2ccc(O)c(F)c2)C(O)=O)[c]1=[Au+]Cl
CVD-0011316,Cn1ccn(CCc2cc(O)c(O)cc2O)[c]1=[Au+]Cl
CVD-0011315,Cn1ccn(C(Cc2cc(O)c(O)cc2O)C(O)=O)[c]1=[Au+]Cl
CVD-0011314,Cn1ccn(C(Cc2cccc(O)c2)C(O)=O)[c]1=[Au+]Cl
CVD-0011313,COC(=O)C(Cc1c[nH]c2ccccc12)n1ccn(C)[c]1=[Au+]Cl
CVD-0011312,Cn1ccn(-c2nc(O)c3nc(O)cnc3n2)[c]1=[Au+]Cl
CVD-0011311,Cn1ccn(-c2ncn(C3OC(CO)C(O)C3O)c(=O)n2)[c]1=[Au+]Cl
CVD-0011310,Cn1ccn(CC(=O)NC(CCC(O)=O)C(O)=O)[c]1=[Au+]Cl
CVD-0011309,Cn1ccn(C(Cc2c[nH]c3ccccc23)C(O)=O)[c]1=[Au+]Cl
CVD-0011308,Cn1ccn(-c2ncnc3n(cnc23)C2CC(O)C(CO)O2)[c]1=[Au+]Cl
CVD-0011307,Cn1ccn(-c2ccn(C3OC(CO)C(O)C3O)c(=O)n2)[c]1=[Au+]Cl
CVD-0011306,Cn1ccn(-c2ccc3cc(cc(c3c2)S(O)(=O)=O)S(O)(=O)=O)[c]1=[Au+]Cl
CVD-0011305,Cn1ccn(-c2cccc(c2)S(=O)(=O)c2cccc(N)c2)[c]1=[Au+]Cl
CVD-0011304,CC(C)(C)OC(=O)N1CC[C@@](CC=C)(C1)C(=O)N1CCC[C@@H](C1)NC(=O)c1cc(ccc1OCC=C)C(F)(F)F
CVD-0011303,Clc1cccc(c1)C1(CCCC1)NC(=O)[C@@H]1CCc2[nH]ncc2C1
CVD-0011302,O=C(N[C@@H]1CCCc2sccc12)c1ccc(=O)n(n1)-c1ccccc1
CVD-0011301,Nc1ccc2CN([C@H]3CCC(=O)N(CC(=O)N4CC[C@H]5COC[C@H]5C4)C3=O)C(=O)c2c1
CVD-0011300,COc1ccc(cc1)C1(CNC(=O)[C@@H]2CN(C)C(=O)c3ccccc23)CCOCC1
CVD-0011299,NC(=O)c1cccc(NC(=O)[C@]2(CCC(=O)NC2)c2ccccc2)c1
CVD-0011298,CC1(C)C[C@H](NC(=O)c2ccc(=O)n(n2)-c2ccccc2)c2ccc(F)cc2O1
CVD-0011297,COc1ccc(F)c2[nH]c(cc12)C(=O)N1CCNC(=O)CC1
CVD-0011296,CCO[C@@H]1C[C@H](O)C11CCN(CC1)C(=O)c1c(C)c2ccccc2[nH]c1=O
CVD-0011295,CN1C[C@@H](C(=O)NCC2(CCOCC2)c2cccc(c2)C(F)(F)F)c2ccccc2C1=O
CVD-0011294,Clc1cccc(CC(=O)Nc2cncc3OCOc23)c1
CVD-0011293,Clc1cccc(CC(=O)Nc2cncc3OCCOc23)c1
CVD-0011292,Clc1cccc(CC(=O)Nc2cncc3CCCCc23)c1
CVD-0011291,CC(NC(=O)C(=O)NC1CC1)c1cc(Cl)cc(c1)-c1ccc(cc1)S(N)(=O)=O
CVD-0011290,CC(NC(=O)C(=O)NCc1ccccn1)c1cc(Cl)cc(c1)-c1ccc(cc1)S(N)(=O)=O
CVD-0011289,CC(NC(=O)C(N)=O)c1cc(Cl)cc(c1)-c1ccc(cc1)S(N)(=O)=O
CVD-0011288,CC(NC(=O)C=O)c1cc(Cl)cc(c1)-c1ccc(cc1)S(N)(=O)=O
CVD-0011287,OC(=O)c1cccc(NC(=O)[C@@H]2[C@H]3C[C@H]4OC(=O)[C@@H]2[C@H]4C3)c1
CVD-0011286,OC(=O)CCC(=O)Nc1ccc(N2CCCCC2)c(c1)C(O)=O
CVD-0011285,COC(=O)c1cccc(NC(=O)[C@H]2CC=CC[C@H]2C(O)=O)c1C
CVD-0011284,OC(=O)[C@@H]1[C@H]2C[C@H](C=C2)[C@H]1C(=O)Nc1cccc(c1)C(O)=O
CVD-0011283,NC(=O)CI
CVD-0011282,COc1ccc2C(=O)C(=O)Nc2c1F
CVD-0011281,CCCN(CCC)CCNC(=O)Nc1cn(CC(C)C)c(=O)c2ccccc12
CVD-0011280,CC(C)Cn1cc(NC(=O)NCCCN2CCCCC2C)c2ccccc2c1=O
CVD-0011279,CC(C)Cn1cc(NC(=O)Nc2ccc(CN3CCC(C)CC3)cc2)c2ccccc2c1=O
CVD-0011278,CC(C)Cn1cc(NC(=O)Nc2ccc(cc2)N2CCC(C)CC2)c2ccccc2c1=O
CVD-0011277,CC(C)Cn1cc(NC(=O)NCCN2CCC(C)CC2)c2ccccc2c1=O
CVD-0011276,CC(C)Cn1cc(NC(=O)NCCCN2CCC(C)CC2)c2ccccc2c1=O
CVD-0011275,Cn1cc(NC(=O)NCCc2ccsc2)c2ccccc2c1=O
CVD-0011274,CC(C)Cn1cc(NC(=O)NCCc2ccc(Cl)cc2)c2ccccc2c1=O
CVD-0011273,CCCN(CCC)CCNC(=O)Nc1cn(C)c(=O)c2ccccc12
CVD-0011272,Cn1cc(NC(=O)NCCN2CCCC2)c2ccccc2c1=O
CVD-0011271,Cn1cc(NC(=O)NCCc2ccc(Cl)cc2)c2ccccc2c1=O
CVD-0011270,O=C(NS(=O)(=O)c1ccc2CS(=O)(=O)Cc2c1)c1cncnc1
CVD-0011269,COc1ccccc1C(NC(=O)c1cncnc1)c1ccccc1
CVD-0011268,CC(C)c1ccc2NC(=O)C(NC(=O)c3cncnc3)c2c1
CVD-0011267,Cc1cccc(C(CC(O)=O)NC(=O)c2cncnc2)c1C
CVD-0011266,CC1(C)CCC(CC1)(NC(=O)c1cncnc1)C(O)=O
CVD-0011265,CC1(C)CCCC(C1)(NC(=O)c1cncnc1)C(O)=O
CVD-0011264,OCCC(NC(=O)c1cncnc1)c1cccc2ccccc12
CVD-0011263,O=C(NC1CCCCC1NS(=O)(=O)C1CC1)c1cncnc1
CVD-0011262,Clc1ccc(cc1)C(NC(=O)c1cncnc1)c1cccc(c1)C#N
CVD-0011261,O=C(NCC(c1c[nH]c2ccccc12)c1ccccc1)c1cncnc1
CVD-0011260,COc1ccc2C(CC(C)Cc2c1)NC(=O)c1cncnc1
CVD-0011259,OC(=O)CCCc1ccc(CNC(=O)c2cncnc2)cc1
CVD-0011258,OC(=O)C(NC(=O)c1cncnc1)C1=CCC2CC2C1
CVD-0011257,CCc1ccc(cc1)C(NC(=O)c1cncnc1)C#N
CVD-0011256,COc1cccc(CC(NC(=O)c2cncnc2)C2CC2)c1
CVD-0011255,COC(=O)C(NC(=O)c1cncnc1)c1ccc(cc1)C(C)(C)C
CVD-0011254,O=C(NCc1noc2CCCCCc12)c1cncnc1
CVD-0011253,Cc1ccc(CNC(=O)c2ccccc2NC(=O)c2cncnc2)cc1
CVD-0011252,Clc1ccccc1C(=O)Nc1cccc(c1)S(=O)(=O)NC(=O)c1cncnc1
CVD-0011251,O=C(NCc1nnc(CCc2ccccc2)o1)c1cncnc1
CVD-0011250,CCC(C)C(NC(=O)c1cncnc1)c1cccc(c1)C(O)=O
CVD-0011249,O=C(NS(=O)(=O)C1CS(=O)(=O)c2ccccc12)c1cncnc1
CVD-0011248,OC(=O)c1ccc2CC(Cc2c1)NC(=O)c1cncnc1
CVD-0011247,Clc1ccc(cc1)C(=O)Nc1cccc(c1)S(=O)(=O)NC(=O)c1cncnc1
CVD-0011246,CCC1CCC(CC1)(NC(=O)c1cncnc1)C(O)=O
CVD-0011245,OC(=O)c1cc2CCCc2c(c1)S(=O)(=O)NC(=O)c1cncnc1
CVD-0011244,Oc1ccc2ccccc2c1CNC(=O)c1cncnc1
CVD-0011243,OC(=O)Cc1ccccc1CS(=O)(=O)NC(=O)c1cncnc1
CVD-0011242,COC(=O)C1(Cc2ccccc2C1)NC(=O)c1cncnc1
CVD-0011241,CC12CC3(C)CC(C1)(CC(C2)(C3)C(O)=O)NC(=O)c1cncnc1
CVD-0011240,O=C(Nc1ccccc1S(=O)(=O)NC(=O)c1cncnc1)C1CC1
CVD-0011239,Nc1ccccc1Cc1ccccc1NC(=O)c1cncnc1
CVD-0011238,OCC1(CCCc2ccccc12)NC(=O)c1cncnc1
CVD-0011237,O=C(NC(c1ccccc1)c1ccccn1)c1cncnc1
CVD-0011236,O=C(NCC1(CCCCC1)c1ccc2OCOc2c1)c1cncnc1
CVD-0011235,O=C(NCc1cccc(c1)N1CCCCC1=O)c1cncnc1
CVD-0011234,Cc1cccc(C(NC(=O)c2cncnc2)C(O)=O)c1C
CVD-0011233,Cc1cc(cc(C(O)=O)c1C)S(=O)(=O)NC(=O)c1cncnc1
CVD-0011232,CC(NC(=O)c1cncnc1)c1cccc(NC(=O)Cc2ccccc2F)c1
CVD-0011231,OCC1(Cc2ccccc2C1)NC(=O)c1cncnc1
CVD-0011230,COC(=O)C(NC(=O)c1cncnc1)c1ccc2ccccc2c1
CVD-0011229,CC(C)c1ccc(cc1)C(CC(O)=O)NC(=O)c1cncnc1
CVD-0011228,O=C(Nc1ccc(CN2C(=O)CCCC2=O)cc1)c1cncnc1
CVD-0011227,O=C(NC(C1CCCCC1)c1cccnc1)c1cncnc1
CVD-0011226,OC(=O)c1cc2CCCCc2c(c1)S(=O)(=O)NC(=O)c1cncnc1
CVD-0011225,CC1(C)CCc2onc(CNC(=O)c3cncnc3)c2C1
CVD-0011224,CC(C)CC(=O)Nc1cccc(CNC(=O)c2cncnc2)c1
CVD-0011223,CCCC(=O)Nc1cccc(CNC(=O)c2cncnc2)c1
CVD-0011222,O=C(Nc1ccccc1)Nc1cccc(CNC(=O)c2cncnc2)c1
CVD-0011221,Brc1ccc(cc1)C(Cc1ccccn1)NC(=O)c1cncnc1
CVD-0011220,O=C(NC(CCc1ccccc1)c1ccccn1)c1cncnc1
CVD-0011219,Clc1ccc(cc1)S(=O)(=O)Nc1cccc(CNC(=O)c2cncnc2)c1
CVD-0011218,Cc1cccc(NC(=O)CNC(=O)c2cncnc2)c1C
CVD-0011217,OC(=O)CCc1cccc(c1)S(=O)(=O)NC(=O)c1cncnc1
CVD-0011216,O=C(NCc1cccc(c1)-c1ccccn1)c1cncnc1
CVD-0011215,Brc1cc2CCCC(=O)Nc2cc1S(=O)(=O)NC(=O)c1cncnc1
CVD-0011214,O=C(NS(=O)(=O)c1cccc(c1)C1CCNCC1)c1cncnc1
CVD-0011213,Cc1cccc(NC(=O)Nc2cccc(CNC(=O)c3cncnc3)c2)c1
CVD-0011212,CC1(C)CCC(NC(=O)c2cncnc2)(C(O)=O)c2ccccc12
CVD-0011211,Cc1ccc(cc1)C(NC(=O)c1cncnc1)c1ccccn1
CVD-0011210,COC(=O)CC(NC(=O)c1cncnc1)c1ccc(cc1)C(C)(C)C
CVD-0011209,OC(=O)C1(Cc2ccccc2C1)NC(=O)c1cncnc1
CVD-0011208,O=C(NC1CCCc2c1cnn2C1CCCC1)c1cncnc1
CVD-0011207,Cc1cc(C)cc(c1)C(NC(=O)c1cncnc1)c1cccnc1
CVD-0011206,O=C(NCc1cccc(NS(=O)(=O)C2CC2)c1)c1cncnc1
CVD-0011205,O=C(Nc1ccccc1Cc1cccnc1)c1cncnc1
CVD-0011204,O=C(Nc1cccc(CNC(=O)c2cncnc2)c1)C1CCCC1
CVD-0011203,OC(=O)C1(Cc2ccc(Br)cc2C1)NC(=O)c1cncnc1
CVD-0011202,CC1CCC(CO)(NC(=O)c2cncnc2)c2ccccc12
CVD-0011201,OC(=O)C12CC3CC(CC(C3)(C1)NC(=O)c1cncnc1)C2
CVD-0011200,CCC(C)C(=O)Nc1cccc(CNC(=O)c2cncnc2)c1
